date,1. open,2. high,3. low,4. close,5. volume
2005-03-30 18:00:00,20.4007,20.4007,18.8994,19.0937,6428032.0
2005-03-31 18:00:00,19.2438,19.2438,17.3097,19.0937,4726164.0
2005-04-01 18:00:00,19.0937,19.4293,18.4578,18.5461,805075.0
2005-04-04 18:00:00,18.1045,18.1928,16.8328,17.451,338449.0
2005-04-05 18:00:00,17.663,17.663,17.0006,17.1949,419749.0
2005-04-06 18:00:00,16.8681,17.4157,14.5719,14.9958,1198214.0
2005-04-07 18:00:00,15.1813,15.8967,15.1018,15.7995,1082265.0
2005-04-08 18:00:00,16.0733,16.8681,16.0556,16.6032,462437.0
2005-04-11 18:00:00,16.7798,17.1684,16.4354,17.1684,88887.0
2005-04-12 18:00:00,17.2125,17.5658,16.3294,16.6915,167016.0
2005-04-13 18:00:00,17.1331,17.2214,16.8063,16.8681,550531.0
2005-04-14 18:00:00,16.8681,18.5461,16.8681,17.1772,310027.0
2005-04-15 18:00:00,17.5128,17.5128,16.8681,17.0889,14833.0
2005-04-18 18:00:00,17.1331,17.1772,16.8681,16.8681,16985.0
2005-04-19 18:00:00,16.8681,18.0427,16.8681,17.5305,133273.0
2005-04-20 18:00:00,17.3097,18.0162,17.1772,17.1772,233936.0
2005-04-22 18:00:00,17.4775,17.4863,16.9741,17.4687,43594.0
2005-04-25 18:00:00,17.2214,17.398,16.9564,17.2125,65787.0
2005-04-26 18:00:00,17.3009,17.3009,16.771,17.2214,216385.0
2005-04-27 18:00:00,16.7798,16.7798,16.4707,16.4795,90585.0
2005-04-28 18:00:00,16.6915,16.6915,15.3668,15.6229,118100.0
2005-04-29 18:00:00,15.8878,15.8878,15.1901,15.2785,176188.0
2005-05-02 18:00:00,15.8083,15.8083,14.6602,14.9252,206874.0
2005-05-03 18:00:00,14.9252,15.0135,13.9979,14.934,607713.0
2005-05-04 18:00:00,14.5719,14.8369,14.5278,14.7486,67826.0
2005-05-05 18:00:00,14.2275,14.9252,14.2275,14.8369,481007.0
2005-05-06 18:00:00,14.7486,14.9164,14.3953,14.8369,36234.0
2005-05-09 18:00:00,14.8369,14.8369,14.3953,14.7927,90698.0
2005-05-10 18:00:00,14.8369,15.0135,14.2275,14.3953,148107.0
2005-05-11 18:00:00,14.3953,14.3953,13.6888,14.2187,360982.0
2005-05-12 18:00:00,14.307,14.307,13.8213,13.8213,195324.0
2005-05-13 18:00:00,13.6888,13.9096,12.9823,13.2472,356452.0
2005-05-16 18:00:00,13.3355,13.5122,12.8056,13.0706,185586.0
2005-05-17 18:00:00,13.0706,13.1589,12.9381,13.0706,407973.0
2005-05-18 18:00:00,13.2031,13.2472,13.0706,13.2472,483045.0
2005-05-19 18:00:00,13.1589,13.256,13.1147,13.1589,34988.0
2005-05-20 18:00:00,13.468,15.1901,13.2472,14.5719,41896.0
